timestamp_iso,accelerometers_std_g,missing_value_reason,counts_x_axis,counts_y_axis,counts_z_axis,vector_magnitude,activity_class,activity_counts,activity_intensity,body_position_left,body_position_right,eda_scl_usiemens,met,prv_rmssd_ms,pulse_rate_bpm,respiratory_rate_brpm,step_counts,temperature_celsius,wearing_detection_percentage,hour,minute
2024-04-24 02:07:00+00:00,0.002,,0.0,0.0,0.0,0.0,still,1.0,sedentary,sitting_reclining_lying,standing,2.07,0.95,,52.0,15.0,0.0,35.2,100,2,7
2024-04-24 02:08:00+00:00,0.002,,0.0,0.0,0.0,0.0,still,3.0,sedentary,sitting_reclining_lying,standing,2.14,0.95,,51.0,17.0,0.0,35.22,100,2,8
2024-04-24 02:09:00+00:00,0.003,,0.0,0.0,0.0,0.0,still,7.0,sedentary,sitting_reclining_lying,standing,2.1,0.95,,51.0,14.0,0.0,35.25,100,2,9
2024-04-24 02:10:00+00:00,0.002,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,2.12,0.95,52.616722,49.0,15.0,0.0,35.28,100,2,10
2024-04-24 02:11:00+00:00,0.002,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,2.18,0.95,60.813026,50.0,16.0,0.0,35.31,100,2,11
2024-04-24 02:12:00+00:00,0.002,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,2.17,0.95,57.217155,50.0,16.0,0.0,35.34,100,2,12
2024-04-24 02:13:00+00:00,0.003,,0.0,0.0,2.0,2.0,still,10.0,sedentary,sitting_reclining_lying,standing,2.18,0.95,,52.0,17.0,0.0,35.37,100,2,13
2024-04-24 02:14:00+00:00,0.002,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,2.0,0.95,,54.0,15.0,0.0,35.42,100,2,14
2024-04-24 02:15:00+00:00,0.002,,0.0,0.0,46.0,46.0,still,2.0,sedentary,sitting_reclining_lying,standing,1.99,0.95,,51.0,15.0,0.0,35.49,100,2,15
2024-04-24 02:16:00+00:00,0.001,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,1.93,0.95,52.492237,49.0,16.0,0.0,35.56,100,2,16
2024-04-24 02:17:00+00:00,0.001,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,2.0,0.95,54.519768,50.0,15.0,0.0,35.63,100,2,17
2024-04-24 02:18:00+00:00,0.002,,0.0,0.0,9.0,9.0,still,1.0,sedentary,sitting_reclining_lying,standing,1.99,0.95,,51.0,17.0,0.0,35.68,100,2,18
